account_id,account_external_id,account_name,parent_account_id,segment,industry,sales_region,country_code,employee_band,annual_revenue_band,customer_status
532,ACC-0532,Granite Commerce Partners,,smb,Retail,na,CA,50-249,$10M-$50M,customer
533,ACC-0533,Meridian Operations,,mid_market,Consumer Goods,emea,FR,250-999,$50M-$250M,customer
534,ACC-0534,Apex Distribution,,smb,Automotive,latam,CO,50-249,$10M-$50M,customer
535,ACC-0535,Bluewave Cargo Systems,,smb,Industrial Equipment,emea,GB,50-249,$10M-$50M,prospect
536,ACC-0536,Ironwood Retail Holdings,,enterprise,Pharma,emea,DE,1000-4999,$250M-$1B,prospect
537,ACC-0537,Crescent Trade Group,,mid_market,Food & Beverage,latam,CL,250-999,$50M-$250M,customer
538,ACC-0538,Pioneer Global Freight,,enterprise,Freight Brokerage,emea,FR,1000-4999,$250M-$1B,customer
539,ACC-0539,Vector Industrial,,smb,Third-Party Logistics,apac,IN,50-249,$10M-$50M,customer
540,ACC-0540,Northstar Logistics,,enterprise,Logistics,apac,SG,1000-4999,$250M-$1B,customer
541,ACC-0541,Harbor Supply Co,,mid_market,Manufacturing,na,CA,250-999,$50M-$250M,prospect
542,ACC-0542,Atlas Commerce Partners,,mid_market,Retail,na,MX,250-999,$50M-$250M,prospect
543,ACC-0543,Summit Operations,,mid_market,Consumer Goods,emea,FR,250-999,$50M-$250M,customer
544,ACC-0544,Granite Distribution,,smb,Automotive,latam,BR,50-249,$10M-$50M,customer
545,ACC-0545,Meridian Cargo Systems,,mid_market,Industrial Equipment,na,MX,250-999,$50M-$250M,customer
546,ACC-0546,Apex Retail Holdings,,mid_market,Pharma,emea,DE,250-999,$50M-$250M,customer
547,ACC-0547,Bluewave Trade Group,,mid_market,Food & Beverage,apac,IN,250-999,$50M-$250M,customer
548,ACC-0548,Ironwood Global Freight,,smb,Freight Brokerage,na,MX,50-249,$10M-$50M,prospect
549,ACC-0549,Crescent Industrial,,smb,Third-Party Logistics,na,US,50-249,$10M-$50M,prospect
550,ACC-0550,Pioneer Logistics,,enterprise,Logistics,na,CA,1000-4999,$250M-$1B,prospect
551,ACC-0551,Vector Supply Co,,mid_market,Manufacturing,na,MX,250-999,$50M-$250M,prospect
552,ACC-0552,Northstar Commerce Partners,,strategic,Retail,apac,SG,5000+,$1B+,customer
553,ACC-0553,Harbor Operations,,mid_market,Consumer Goods,latam,CL,250-999,$50M-$250M,customer
554,ACC-0554,Atlas Distribution,,enterprise,Automotive,na,MX,1000-4999,$250M-$1B,prospect
555,ACC-0555,Summit Cargo Systems,,smb,Industrial Equipment,latam,PE,50-249,$10M-$50M,customer
556,ACC-0556,Granite Retail Holdings,,enterprise,Pharma,apac,SG,1000-4999,$250M-$1B,prospect
557,ACC-0557,Meridian Trade Group,,mid_market,Food & Beverage,apac,AU,250-999,$50M-$250M,prospect
558,ACC-0558,Apex Global Freight,,mid_market,Freight Brokerage,na,US,250-999,$50M-$250M,customer
559,ACC-0559,Bluewave Industrial,,enterprise,Third-Party Logistics,apac,IN,1000-4999,$250M-$1B,customer
560,ACC-0560,Ironwood Logistics,,smb,Logistics,latam,BR,50-249,$10M-$50M,prospect
561,ACC-0561,Crescent Supply Co,,enterprise,Manufacturing,na,US,1000-4999,$250M-$1B,customer
562,ACC-0562,Pioneer Commerce Partners,,enterprise,Retail,apac,JP,1000-4999,$250M-$1B,customer
563,ACC-0563,Vector Operations,,strategic,Consumer Goods,emea,FR,5000+,$1B+,customer
564,ACC-0564,Northstar Distribution,,strategic,Automotive,apac,SG,5000+,$1B+,customer
565,ACC-0565,Harbor Cargo Systems,,strategic,Industrial Equipment,apac,AU,5000+,$1B+,customer
566,ACC-0566,Atlas Retail Holdings,,smb,Pharma,na,MX,50-249,$10M-$50M,prospect
567,ACC-0567,Summit Trade Group,,mid_market,Food & Beverage,apac,IN,250-999,$50M-$250M,customer
568,ACC-0568,Granite Global Freight,,smb,Freight Brokerage,apac,SG,50-249,$10M-$50M,prospect
569,ACC-0569,Meridian Industrial,,smb,Third-Party Logistics,na,MX,50-249,$10M-$50M,prospect
570,ACC-0570,Apex Logistics,,smb,Logistics,apac,JP,50-249,$10M-$50M,former_customer
571,ACC-0571,Bluewave Supply Co,,enterprise,Manufacturing,na,CA,1000-4999,$250M-$1B,customer
572,ACC-0572,Ironwood Commerce Partners,,strategic,Retail,na,MX,5000+,$1B+,customer
573,ACC-0573,Crescent Operations,,smb,Consumer Goods,apac,AU,50-249,$10M-$50M,prospect
574,ACC-0574,Pioneer Distribution,,strategic,Automotive,apac,JP,5000+,$1B+,prospect
575,ACC-0575,Vector Cargo Systems,,strategic,Industrial Equipment,apac,IN,5000+,$1B+,customer
576,ACC-0576,Northstar Retail Holdings,,strategic,Pharma,emea,DE,5000+,$1B+,customer
577,ACC-0577,Harbor Trade Group,,mid_market,Food & Beverage,na,CA,250-999,$50M-$250M,customer
578,ACC-0578,Atlas Global Freight,,mid_market,Freight Brokerage,na,MX,250-999,$50M-$250M,customer
579,ACC-0579,Summit Industrial,,smb,Third-Party Logistics,na,US,50-249,$10M-$50M,prospect
580,ACC-0580,Granite Logistics,,strategic,Logistics,apac,SG,5000+,$1B+,customer
581,ACC-0581,Meridian Supply Co,,enterprise,Manufacturing,apac,AU,1000-4999,$250M-$1B,customer
582,ACC-0582,Apex Commerce Partners,,smb,Retail,emea,NL,50-249,$10M-$50M,customer
583,ACC-0583,Bluewave Operations,,smb,Consumer Goods,na,CA,50-249,$10M-$50M,prospect
584,ACC-0584,Ironwood Distribution,,smb,Automotive,latam,BR,50-249,$10M-$50M,prospect
585,ACC-0585,Crescent Cargo Systems,,smb,Industrial Equipment,na,US,50-249,$10M-$50M,prospect
586,ACC-0586,Pioneer Retail Holdings,,strategic,Pharma,na,CA,5000+,$1B+,customer
587,ACC-0587,Vector Trade Group,,smb,Food & Beverage,emea,NL,50-249,$10M-$50M,customer
588,ACC-0588,Northstar Global Freight,,enterprise,Freight Brokerage,na,US,1000-4999,$250M-$1B,prospect
589,ACC-0589,Harbor Industrial,,enterprise,Third-Party Logistics,emea,AE,1000-4999,$250M-$1B,customer
590,ACC-0590,Atlas Logistics,,smb,Logistics,na,MX,50-249,$10M-$50M,prospect
591,ACC-0591,Summit Supply Co,,enterprise,Manufacturing,apac,IN,1000-4999,$250M-$1B,customer
592,ACC-0592,Granite Commerce Partners,,smb,Retail,emea,NL,50-249,$10M-$50M,former_customer
593,ACC-0593,Meridian Operations,,mid_market,Consumer Goods,emea,FR,250-999,$50M-$250M,customer
594,ACC-0594,Apex Distribution,,mid_market,Automotive,na,US,250-999,$50M-$250M,prospect
595,ACC-0595,Bluewave Cargo Systems,,smb,Industrial Equipment,na,CA,50-249,$10M-$50M,prospect
596,ACC-0596,Ironwood Retail Holdings,,smb,Pharma,na,MX,50-249,$10M-$50M,prospect
597,ACC-0597,Crescent Trade Group,,smb,Food & Beverage,na,US,50-249,$10M-$50M,customer
598,ACC-0598,Pioneer Global Freight,,enterprise,Freight Brokerage,emea,FR,1000-4999,$250M-$1B,customer
599,ACC-0599,Vector Industrial,,mid_market,Third-Party Logistics,apac,IN,250-999,$50M-$250M,customer
600,ACC-0600,Northstar Logistics,,mid_market,Logistics,emea,GB,250-999,$50M-$250M,customer
601,ACC-0601,Harbor Supply Co,,mid_market,Manufacturing,apac,AU,250-999,$50M-$250M,prospect
602,ACC-0602,Atlas Commerce Partners,,enterprise,Retail,emea,NL,1000-4999,$250M-$1B,customer
603,ACC-0603,Summit Operations,,mid_market,Consumer Goods,na,US,250-999,$50M-$250M,customer
604,ACC-0604,Granite Distribution,,enterprise,Automotive,na,CA,1000-4999,$250M-$1B,customer
605,ACC-0605,Meridian Cargo Systems,,smb,Industrial Equipment,latam,CL,50-249,$10M-$50M,prospect
606,ACC-0606,Apex Retail Holdings,,mid_market,Pharma,apac,JP,250-999,$50M-$250M,prospect
607,ACC-0607,Bluewave Trade Group,,strategic,Food & Beverage,latam,PE,5000+,$1B+,prospect
608,ACC-0608,Ironwood Global Freight,,mid_market,Freight Brokerage,na,MX,250-999,$50M-$250M,prospect
609,ACC-0609,Crescent Industrial,,smb,Third-Party Logistics,emea,AE,50-249,$10M-$50M,customer
610,ACC-0610,Pioneer Logistics,,strategic,Logistics,apac,JP,5000+,$1B+,customer
611,ACC-0611,Vector Supply Co,,enterprise,Manufacturing,emea,DE,1000-4999,$250M-$1B,customer
612,ACC-0612,Northstar Commerce Partners,,strategic,Retail,na,US,5000+,$1B+,prospect
613,ACC-0613,Harbor Operations,,smb,Consumer Goods,apac,AU,50-249,$10M-$50M,customer
614,ACC-0614,Atlas Distribution,,smb,Automotive,emea,AE,50-249,$10M-$50M,former_customer
615,ACC-0615,Summit Cargo Systems,,strategic,Industrial Equipment,na,US,5000+,$1B+,former_customer
616,ACC-0616,Granite Retail Holdings,,smb,Pharma,apac,SG,50-249,$10M-$50M,customer
617,ACC-0617,Meridian Trade Group,,strategic,Food & Beverage,na,MX,5000+,$1B+,customer
618,ACC-0618,Apex Global Freight,,smb,Freight Brokerage,na,US,50-249,$10M-$50M,prospect
619,ACC-0619,Bluewave Industrial,,enterprise,Third-Party Logistics,apac,IN,1000-4999,$250M-$1B,customer
620,ACC-0620,Ironwood Logistics,,smb,Logistics,na,MX,50-249,$10M-$50M,prospect
621,ACC-0621,Crescent Supply Co,,smb,Manufacturing,na,US,50-249,$10M-$50M,customer
622,ACC-0622,Pioneer Commerce Partners,,enterprise,Retail,na,CA,1000-4999,$250M-$1B,prospect
623,ACC-0623,Vector Operations,,strategic,Consumer Goods,latam,PE,5000+,$1B+,customer
624,ACC-0624,Northstar Distribution,,enterprise,Automotive,emea,AE,1000-4999,$250M-$1B,prospect
625,ACC-0625,Harbor Cargo Systems,,enterprise,Industrial Equipment,emea,GB,1000-4999,$250M-$1B,customer
626,ACC-0626,Atlas Retail Holdings,,smb,Pharma,na,MX,50-249,$10M-$50M,customer
627,ACC-0627,Summit Trade Group,,enterprise,Food & Beverage,na,US,1000-4999,$250M-$1B,prospect
628,ACC-0628,Granite Global Freight,,smb,Freight Brokerage,na,CA,50-249,$10M-$50M,prospect
629,ACC-0629,Meridian Industrial,,mid_market,Third-Party Logistics,emea,AE,250-999,$50M-$250M,customer
630,ACC-0630,Apex Logistics,,strategic,Logistics,na,US,5000+,$1B+,customer
631,ACC-0631,Bluewave Supply Co,,mid_market,Manufacturing,emea,DE,250-999,$50M-$250M,prospect
632,ACC-0632,Ironwood Commerce Partners,,smb,Retail,na,MX,50-249,$10M-$50M,customer
633,ACC-0633,Crescent Operations,,strategic,Consumer Goods,emea,FR,5000+,$1B+,customer
634,ACC-0634,Pioneer Distribution,,strategic,Automotive,apac,JP,5000+,$1B+,customer
635,ACC-0635,Vector Cargo Systems,,enterprise,Industrial Equipment,na,MX,1000-4999,$250M-$1B,prospect
636,ACC-0636,Northstar Retail Holdings,,smb,Pharma,na,US,50-249,$10M-$50M,prospect
637,ACC-0637,Harbor Trade Group,,smb,Food & Beverage,na,CA,50-249,$10M-$50M,prospect
638,ACC-0638,Atlas Global Freight,,mid_market,Freight Brokerage,latam,CO,250-999,$50M-$250M,customer
639,ACC-0639,Summit Industrial,,strategic,Third-Party Logistics,emea,AE,5000+,$1B+,customer
640,ACC-0640,Granite Logistics,,mid_market,Logistics,apac,SG,250-999,$50M-$250M,former_customer
641,ACC-0641,Meridian Supply Co,,smb,Manufacturing,na,MX,50-249,$10M-$50M,prospect
642,ACC-0642,Apex Commerce Partners,,enterprise,Retail,latam,CO,1000-4999,$250M-$1B,prospect
643,ACC-0643,Bluewave Operations,,smb,Consumer Goods,na,CA,50-249,$10M-$50M,customer
644,ACC-0644,Ironwood Distribution,,mid_market,Automotive,emea,AE,250-999,$50M-$250M,prospect
645,ACC-0645,Crescent Cargo Systems,,smb,Industrial Equipment,emea,GB,50-249,$10M-$50M,customer
646,ACC-0646,Pioneer Retail Holdings,,enterprise,Pharma,na,CA,1000-4999,$250M-$1B,customer
647,ACC-0647,Vector Trade Group,,enterprise,Food & Beverage,na,MX,1000-4999,$250M-$1B,prospect
648,ACC-0648,Northstar Global Freight,,mid_market,Freight Brokerage,na,US,250-999,$50M-$250M,customer
649,ACC-0649,Harbor Industrial,,smb,Third-Party Logistics,apac,AU,50-249,$10M-$50M,customer
650,ACC-0650,Atlas Logistics,,strategic,Logistics,apac,JP,5000+,$1B+,customer
651,ACC-0651,Summit Supply Co,,mid_market,Manufacturing,emea,DE,250-999,$50M-$250M,customer
652,ACC-0652,Granite Commerce Partners,,mid_market,Retail,emea,NL,250-999,$50M-$250M,prospect
653,ACC-0653,Meridian Operations,,strategic,Consumer Goods,emea,FR,5000+,$1B+,prospect
654,ACC-0654,Apex Distribution,,smb,Automotive,apac,JP,50-249,$10M-$50M,prospect
655,ACC-0655,Bluewave Cargo Systems,,mid_market,Industrial Equipment,na,CA,250-999,$50M-$250M,prospect
656,ACC-0656,Ironwood Retail Holdings,,smb,Pharma,emea,DE,50-249,$10M-$50M,prospect
657,ACC-0657,Crescent Trade Group,,smb,Food & Beverage,na,US,50-249,$10M-$50M,customer
658,ACC-0658,Pioneer Global Freight,,enterprise,Freight Brokerage,na,CA,1000-4999,$250M-$1B,customer
659,ACC-0659,Vector Industrial,,enterprise,Third-Party Logistics,na,MX,1000-4999,$250M-$1B,customer
660,ACC-0660,Northstar Logistics,,strategic,Logistics,na,US,5000+,$1B+,customer
661,ACC-0661,Harbor Supply Co,,mid_market,Manufacturing,na,CA,250-999,$50M-$250M,former_customer
662,ACC-0662,Atlas Commerce Partners,,enterprise,Retail,na,MX,1000-4999,$250M-$1B,prospect
663,ACC-0663,Summit Operations,,mid_market,Consumer Goods,latam,PE,250-999,$50M-$250M,prospect
664,ACC-0664,Granite Distribution,,enterprise,Automotive,emea,AE,1000-4999,$250M-$1B,prospect
665,ACC-0665,Meridian Cargo Systems,,mid_market,Industrial Equipment,na,MX,250-999,$50M-$250M,customer
666,ACC-0666,Apex Retail Holdings,,mid_market,Pharma,na,US,250-999,$50M-$250M,prospect
667,ACC-0667,Bluewave Trade Group,,enterprise,Food & Beverage,na,CA,1000-4999,$250M-$1B,customer
668,ACC-0668,Ironwood Global Freight,,enterprise,Freight Brokerage,emea,FR,1000-4999,$250M-$1B,customer
669,ACC-0669,Crescent Industrial,,smb,Third-Party Logistics,na,US,50-249,$10M-$50M,prospect
670,ACC-0670,Pioneer Logistics,,strategic,Logistics,na,CA,5000+,$1B+,customer
671,ACC-0671,Vector Supply Co,,enterprise,Manufacturing,na,MX,1000-4999,$250M-$1B,customer
672,ACC-0672,Northstar Commerce Partners,,smb,Retail,apac,SG,50-249,$10M-$50M,prospect
673,ACC-0673,Harbor Operations,,strategic,Consumer Goods,na,CA,5000+,$1B+,customer
674,ACC-0674,Atlas Distribution,,strategic,Automotive,emea,AE,5000+,$1B+,customer
675,ACC-0675,Summit Cargo Systems,,enterprise,Industrial Equipment,na,US,1000-4999,$250M-$1B,former_customer
676,ACC-0676,Granite Retail Holdings,,mid_market,Pharma,na,CA,250-999,$50M-$250M,customer
677,ACC-0677,Meridian Trade Group,,smb,Food & Beverage,na,MX,50-249,$10M-$50M,former_customer
678,ACC-0678,Apex Global Freight,,enterprise,Freight Brokerage,na,US,1000-4999,$250M-$1B,customer
679,ACC-0679,Bluewave Industrial,,mid_market,Third-Party Logistics,na,CA,250-999,$50M-$250M,customer
680,ACC-0680,Ironwood Logistics,,mid_market,Logistics,na,MX,250-999,$50M-$250M,prospect
681,ACC-0681,Crescent Supply Co,,mid_market,Manufacturing,latam,CL,250-999,$50M-$250M,prospect
682,ACC-0682,Pioneer Commerce Partners,,mid_market,Retail,emea,NL,250-999,$50M-$250M,customer
683,ACC-0683,Vector Operations,,enterprise,Consumer Goods,emea,FR,1000-4999,$250M-$1B,customer
684,ACC-0684,Northstar Distribution,,strategic,Automotive,emea,AE,5000+,$1B+,customer
685,ACC-0685,Harbor Cargo Systems,,smb,Industrial Equipment,na,CA,50-249,$10M-$50M,prospect
686,ACC-0686,Atlas Retail Holdings,,strategic,Pharma,na,MX,5000+,$1B+,former_customer
687,ACC-0687,Summit Trade Group,,mid_market,Food & Beverage,emea,NL,250-999,$50M-$250M,customer
688,ACC-0688,Granite Global Freight,,enterprise,Freight Brokerage,na,CA,1000-4999,$250M-$1B,prospect
689,ACC-0689,Meridian Industrial,,mid_market,Third-Party Logistics,na,MX,250-999,$50M-$250M,customer
690,ACC-0690,Apex Logistics,,smb,Logistics,apac,JP,50-249,$10M-$50M,prospect
691,ACC-0691,Bluewave Supply Co,,smb,Manufacturing,na,CA,50-249,$10M-$50M,prospect
692,ACC-0692,Ironwood Commerce Partners,,mid_market,Retail,emea,NL,250-999,$50M-$250M,prospect
693,ACC-0693,Crescent Operations,,smb,Consumer Goods,na,US,50-249,$10M-$50M,prospect
694,ACC-0694,Pioneer Distribution,,strategic,Automotive,na,CA,5000+,$1B+,prospect
695,ACC-0695,Vector Cargo Systems,,enterprise,Industrial Equipment,apac,IN,1000-4999,$250M-$1B,customer
696,ACC-0696,Northstar Retail Holdings,,smb,Pharma,na,US,50-249,$10M-$50M,former_customer
697,ACC-0697,Harbor Trade Group,,strategic,Food & Beverage,na,CA,5000+,$1B+,former_customer
698,ACC-0698,Atlas Global Freight,,smb,Freight Brokerage,na,MX,50-249,$10M-$50M,customer
699,ACC-0699,Summit Industrial,,smb,Third-Party Logistics,na,US,50-249,$10M-$50M,customer
700,ACC-0700,Granite Logistics,,smb,Logistics,na,CA,50-249,$10M-$50M,prospect
701,ACC-0701,Meridian Supply Co,,smb,Manufacturing,na,MX,50-249,$10M-$50M,customer
702,ACC-0702,Apex Commerce Partners,,enterprise,Retail,apac,JP,1000-4999,$250M-$1B,former_customer
703,ACC-0703,Bluewave Operations,,enterprise,Consumer Goods,apac,IN,1000-4999,$250M-$1B,prospect
704,ACC-0704,Ironwood Distribution,,enterprise,Automotive,na,MX,1000-4999,$250M-$1B,customer
705,ACC-0705,Crescent Cargo Systems,,strategic,Industrial Equipment,na,US,5000+,$1B+,customer
706,ACC-0706,Pioneer Retail Holdings,,enterprise,Pharma,emea,DE,1000-4999,$250M-$1B,customer
707,ACC-0707,Vector Trade Group,,strategic,Food & Beverage,na,MX,5000+,$1B+,customer
708,ACC-0708,Northstar Global Freight,,strategic,Freight Brokerage,na,US,5000+,$1B+,customer
709,ACC-0709,Harbor Industrial,,smb,Third-Party Logistics,emea,AE,50-249,$10M-$50M,former_customer
710,ACC-0710,Atlas Logistics,,mid_market,Logistics,emea,GB,250-999,$50M-$250M,prospect
711,ACC-0711,Summit Supply Co,,smb,Manufacturing,apac,IN,50-249,$10M-$50M,customer
712,ACC-0712,Granite Commerce Partners,,enterprise,Retail,apac,SG,1000-4999,$250M-$1B,customer
713,ACC-0713,Meridian Operations,,enterprise,Consumer Goods,na,MX,1000-4999,$250M-$1B,prospect
714,ACC-0714,Apex Distribution,,smb,Automotive,emea,AE,50-249,$10M-$50M,prospect
715,ACC-0715,Bluewave Cargo Systems,,smb,Industrial Equipment,na,CA,50-249,$10M-$50M,prospect
716,ACC-0716,Ironwood Retail Holdings,,mid_market,Pharma,apac,SG,250-999,$50M-$250M,prospect
717,ACC-0717,Crescent Trade Group,,smb,Food & Beverage,emea,NL,50-249,$10M-$50M,customer
718,ACC-0718,Pioneer Global Freight,,mid_market,Freight Brokerage,emea,FR,250-999,$50M-$250M,prospect
719,ACC-0719,Vector Industrial,,mid_market,Third-Party Logistics,apac,IN,250-999,$50M-$250M,prospect
720,ACC-0720,Northstar Logistics,,mid_market,Logistics,emea,GB,250-999,$50M-$250M,customer
721,ACC-0721,Harbor Supply Co,,smb,Manufacturing,latam,CL,50-249,$10M-$50M,prospect
722,ACC-0722,Atlas Commerce Partners,,strategic,Retail,latam,CO,5000+,$1B+,former_customer
723,ACC-0723,Summit Operations,,enterprise,Consumer Goods,apac,IN,1000-4999,$250M-$1B,customer
724,ACC-0724,Granite Distribution,,smb,Automotive,apac,SG,50-249,$10M-$50M,prospect
725,ACC-0725,Meridian Cargo Systems,,smb,Industrial Equipment,emea,GB,50-249,$10M-$50M,customer
726,ACC-0726,Apex Retail Holdings,,smb,Pharma,emea,DE,50-249,$10M-$50M,customer
727,ACC-0727,Bluewave Trade Group,,smb,Food & Beverage,apac,IN,50-249,$10M-$50M,customer
728,ACC-0728,Ironwood Global Freight,,mid_market,Freight Brokerage,na,MX,250-999,$50M-$250M,prospect
729,ACC-0729,Crescent Industrial,,smb,Third-Party Logistics,na,US,50-249,$10M-$50M,prospect
730,ACC-0730,Pioneer Logistics,,mid_market,Logistics,apac,JP,250-999,$50M-$250M,customer
731,ACC-0731,Vector Supply Co,,smb,Manufacturing,latam,PE,50-249,$10M-$50M,former_customer
732,ACC-0732,Northstar Commerce Partners,,mid_market,Retail,emea,NL,250-999,$50M-$250M,prospect
733,ACC-0733,Harbor Operations,,enterprise,Consumer Goods,na,CA,1000-4999,$250M-$1B,customer
734,ACC-0734,Atlas Distribution,,smb,Automotive,na,MX,50-249,$10M-$50M,prospect
735,ACC-0735,Summit Cargo Systems,,strategic,Industrial Equipment,emea,GB,5000+,$1B+,customer
736,ACC-0736,Granite Retail Holdings,,mid_market,Pharma,na,CA,250-999,$50M-$250M,prospect
737,ACC-0737,Meridian Trade Group,,enterprise,Food & Beverage,na,MX,1000-4999,$250M-$1B,former_customer
738,ACC-0738,Apex Global Freight,,enterprise,Freight Brokerage,na,US,1000-4999,$250M-$1B,customer
739,ACC-0739,Bluewave Industrial,,enterprise,Third-Party Logistics,na,CA,1000-4999,$250M-$1B,customer
740,ACC-0740,Ironwood Logistics,,mid_market,Logistics,emea,GB,250-999,$50M-$250M,customer
741,ACC-0741,Crescent Supply Co,,strategic,Manufacturing,na,US,5000+,$1B+,customer
742,ACC-0742,Pioneer Commerce Partners,,mid_market,Retail,na,CA,250-999,$50M-$250M,customer
743,ACC-0743,Vector Operations,,strategic,Consumer Goods,na,MX,5000+,$1B+,customer
744,ACC-0744,Northstar Distribution,,smb,Automotive,na,US,50-249,$10M-$50M,former_customer
745,ACC-0745,Harbor Cargo Systems,,smb,Industrial Equipment,apac,AU,50-249,$10M-$50M,customer
746,ACC-0746,Atlas Retail Holdings,,enterprise,Pharma,na,MX,1000-4999,$250M-$1B,customer
747,ACC-0747,Summit Trade Group,,smb,Food & Beverage,emea,NL,50-249,$10M-$50M,customer
748,ACC-0748,Granite Global Freight,,mid_market,Freight Brokerage,na,CA,250-999,$50M-$250M,customer
749,ACC-0749,Meridian Industrial,,smb,Third-Party Logistics,na,MX,50-249,$10M-$50M,former_customer
750,ACC-0750,Apex Logistics,,strategic,Logistics,emea,GB,5000+,$1B+,customer
751,ACC-0751,Bluewave Supply Co,,smb,Manufacturing,emea,DE,50-249,$10M-$50M,prospect
752,ACC-0752,Ironwood Commerce Partners,,mid_market,Retail,emea,NL,250-999,$50M-$250M,customer
753,ACC-0753,Crescent Operations,,smb,Consumer Goods,na,US,50-249,$10M-$50M,customer
754,ACC-0754,Pioneer Distribution,,smb,Automotive,apac,JP,50-249,$10M-$50M,customer
755,ACC-0755,Vector Cargo Systems,,smb,Industrial Equipment,na,MX,50-249,$10M-$50M,customer
756,ACC-0756,Northstar Retail Holdings,,smb,Pharma,emea,DE,50-249,$10M-$50M,prospect
757,ACC-0757,Harbor Trade Group,,smb,Food & Beverage,na,CA,50-249,$10M-$50M,customer
758,ACC-0758,Atlas Global Freight,,smb,Freight Brokerage,na,MX,50-249,$10M-$50M,customer
759,ACC-0759,Summit Industrial,,smb,Third-Party Logistics,na,US,50-249,$10M-$50M,customer
760,ACC-0760,Granite Logistics,,strategic,Logistics,apac,SG,5000+,$1B+,customer
761,ACC-0761,Meridian Supply Co,,smb,Manufacturing,latam,CL,50-249,$10M-$50M,customer
762,ACC-0762,Apex Commerce Partners,,strategic,Retail,na,US,5000+,$1B+,customer
763,ACC-0763,Bluewave Operations,,mid_market,Consumer Goods,apac,IN,250-999,$50M-$250M,former_customer
764,ACC-0764,Ironwood Distribution,,mid_market,Automotive,apac,SG,250-999,$50M-$250M,customer
765,ACC-0765,Crescent Cargo Systems,,smb,Industrial Equipment,latam,CL,50-249,$10M-$50M,prospect
766,ACC-0766,Pioneer Retail Holdings,,mid_market,Pharma,emea,DE,250-999,$50M-$250M,prospect
767,ACC-0767,Vector Trade Group,,mid_market,Food & Beverage,na,MX,250-999,$50M-$250M,customer
768,ACC-0768,Northstar Global Freight,,smb,Freight Brokerage,latam,BR,50-249,$10M-$50M,customer
769,ACC-0769,Harbor Industrial,,mid_market,Third-Party Logistics,apac,AU,250-999,$50M-$250M,prospect
770,ACC-0770,Atlas Logistics,,mid_market,Logistics,na,MX,250-999,$50M-$250M,customer
771,ACC-0771,Summit Supply Co,,smb,Manufacturing,na,US,50-249,$10M-$50M,prospect
772,ACC-0772,Granite Commerce Partners,,mid_market,Retail,apac,SG,250-999,$50M-$250M,prospect
773,ACC-0773,Meridian Operations,,enterprise,Consumer Goods,apac,AU,1000-4999,$250M-$1B,prospect
774,ACC-0774,Apex Distribution,,mid_market,Automotive,na,US,250-999,$50M-$250M,customer
775,ACC-0775,Bluewave Cargo Systems,,smb,Industrial Equipment,apac,IN,50-249,$10M-$50M,customer
776,ACC-0776,Ironwood Retail Holdings,,mid_market,Pharma,latam,BR,250-999,$50M-$250M,prospect
777,ACC-0777,Crescent Trade Group,,smb,Food & Beverage,emea,NL,50-249,$10M-$50M,prospect
778,ACC-0778,Pioneer Global Freight,,mid_market,Freight Brokerage,na,CA,250-999,$50M-$250M,customer
779,ACC-0779,Vector Industrial,,smb,Third-Party Logistics,na,MX,50-249,$10M-$50M,customer
780,ACC-0780,Northstar Logistics,,smb,Logistics,emea,GB,50-249,$10M-$50M,customer
781,ACC-0781,Harbor Supply Co,,enterprise,Manufacturing,apac,AU,1000-4999,$250M-$1B,customer
782,ACC-0782,Atlas Commerce Partners,,mid_market,Retail,apac,JP,250-999,$50M-$250M,customer
783,ACC-0783,Summit Operations,,smb,Consumer Goods,emea,FR,50-249,$10M-$50M,prospect
784,ACC-0784,Granite Distribution,,smb,Automotive,latam,BR,50-249,$10M-$50M,customer
785,ACC-0785,Meridian Cargo Systems,,smb,Industrial Equipment,na,MX,50-249,$10M-$50M,prospect
786,ACC-0786,Apex Retail Holdings,,mid_market,Pharma,emea,DE,250-999,$50M-$250M,former_customer
787,ACC-0787,Bluewave Trade Group,,enterprise,Food & Beverage,latam,PE,1000-4999,$250M-$1B,customer
788,ACC-0788,Ironwood Global Freight,,mid_market,Freight Brokerage,emea,FR,250-999,$50M-$250M,prospect
789,ACC-0789,Crescent Industrial,,mid_market,Third-Party Logistics,na,US,250-999,$50M-$250M,customer
790,ACC-0790,Pioneer Logistics,,enterprise,Logistics,emea,GB,1000-4999,$250M-$1B,customer
791,ACC-0791,Vector Supply Co,,smb,Manufacturing,emea,DE,50-249,$10M-$50M,customer
792,ACC-0792,Northstar Commerce Partners,,smb,Retail,emea,NL,50-249,$10M-$50M,prospect
793,ACC-0793,Harbor Operations,,enterprise,Consumer Goods,latam,CL,1000-4999,$250M-$1B,customer
794,ACC-0794,Atlas Distribution,,smb,Automotive,emea,AE,50-249,$10M-$50M,customer
795,ACC-0795,Summit Cargo Systems,,smb,Industrial Equipment,emea,GB,50-249,$10M-$50M,customer
796,ACC-0796,Granite Retail Holdings,,mid_market,Pharma,emea,DE,250-999,$50M-$250M,prospect
797,ACC-0797,Meridian Trade Group,,mid_market,Food & Beverage,latam,CL,250-999,$50M-$250M,prospect
798,ACC-0798,Apex Global Freight,,smb,Freight Brokerage,apac,JP,50-249,$10M-$50M,customer
