opportunity_id,outcome,primary_loss_reason,primary_win_reason,loss_reason_detail,decision_process_notes,champion_strength,procurement_friction_flag,competitor_capture_completeness,record_completeness_score
1435,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,unknown,,low,0.92
1436,lost,,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,unknown,false,low,0.3
1437,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,false,low,0.9
1438,lost,,,,,unknown,false,high,0.34
1439,lost,no_decision,,,,weak,false,low,0.44
1440,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,medium,0.57
1441,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.95
1442,lost,timing,,timeline slipped and rollout moved into next planning cycle,,strong,false,low,0.61
1443,lost,timing,,timeline slipped and rollout moved into next planning cycle,late-stage decision path remained fuzzy,mixed,false,medium,0.52
1444,lost,,,pricing came in above internal threshold after procurement review,,mixed,false,low,0.33
1445,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,low,0.92
1446,lost,,,needed deeper compliance edge cases for certain corridors,,strong,false,medium,0.46
1447,lost,timing,,,,weak,false,medium,0.57
1448,lost,,,,late-stage decision path remained fuzzy,weak,false,high,0.54
1449,won,,Better analytics vision for renewal planning,,,weak,false,high,0.9
1450,lost,no_decision,,,late-stage decision path remained fuzzy,unknown,false,low,0.37
1451,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,low,0.41
1452,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,,low,0.88
1453,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,strong,false,low,0.52
1454,lost,price,,,,mixed,false,low,0.39
1455,lost,,,,,weak,false,low,0.46
1456,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,unknown,true,medium,0.5
1457,lost,budget,,budget shifted to warehouse modernization workstream,,unknown,false,medium,0.41
1458,lost,no_decision,,project paused after steering committee could not commit,,weak,false,medium,0.5
1459,lost,price,,,late-stage decision path remained fuzzy,strong,false,low,0.6
1460,won,,Global rollout fit and clear ROI case,,,strong,,medium,0.88
1461,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.97
1462,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,false,high,0.96
1463,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,true,medium,0.38
1464,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.96
1465,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,high,0.93
1466,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.92
1467,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,unknown,false,medium,0.39
1468,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,high,0.47
1469,lost,,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,unknown,false,high,0.51
1470,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,weak,false,high,0.4
1471,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.91
1472,lost,price,,,,mixed,true,low,0.46
1473,lost,procurement_legal_friction,,,,unknown,true,medium,0.41
1474,lost,product_gap,,,,mixed,false,low,0.35
1475,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,high,0.52
1476,lost,,,,late-stage decision path remained fuzzy,mixed,false,low,0.34
1477,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,weak,,high,0.97
1478,lost,procurement_legal_friction,,,,strong,false,high,0.51
1479,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.91
1480,won,,Global rollout fit and clear ROI case,,,strong,false,medium,0.88
1481,won,,Best workflow match for cross-border operations,,,strong,true,high,0.95
1482,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,true,low,0.52
1483,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,low,0.6
1484,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,high,0.88
1485,won,,Global rollout fit and clear ROI case,,,strong,,medium,0.95
1486,won,,Best workflow match for cross-border operations,,,strong,,low,0.92
1487,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,mixed,false,medium,0.41
1488,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,true,high,0.88
1489,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,unknown,true,low,0.51
1490,lost,budget,,,,strong,false,low,0.48
1491,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,true,high,0.96
1492,lost,no_decision,,project paused after steering committee could not commit,,weak,true,low,0.38
1493,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,unknown,false,low,0.5
1494,lost,no_decision,,project paused after steering committee could not commit,,weak,true,medium,0.57
1495,lost,weak_champion_internal_politics,,,,mixed,false,medium,0.5
1496,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.89
1497,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,low,0.95
1498,lost,product_gap,,,,strong,false,low,0.57
1499,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.88
1500,lost,timing,,timeline slipped and rollout moved into next planning cycle,,strong,true,low,0.59
1501,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.96
1502,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,,medium,0.96
1503,won,,Incumbent relationship and lower switching risk,,,strong,true,low,0.89
1504,lost,,,,,unknown,false,medium,0.31
1505,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.93
1506,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,,high,0.92
1507,lost,,,needed deeper compliance edge cases for certain corridors,,weak,false,medium,0.33
1508,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,false,low,0.43
1509,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,unknown,false,high,0.53
1510,won,,Global rollout fit and clear ROI case,,,strong,false,low,0.89
1511,lost,no_decision,,,,weak,false,high,0.56
1512,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,low,0.43
1513,lost,,,pricing came in above internal threshold after procurement review,,mixed,true,low,0.43
1514,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,mixed,,low,0.93
1515,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,low,0.92
1516,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.87
1517,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.91
1518,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,true,medium,0.5
1519,won,,Better analytics vision for renewal planning,,,strong,,medium,0.89
1520,won,,Global rollout fit and clear ROI case,,,strong,,high,0.96
1521,lost,budget,,,,weak,true,medium,0.39
1522,lost,no_decision,,project paused after steering committee could not commit,,weak,false,low,0.37
1523,lost,,,,,mixed,false,low,0.33
1524,lost,timing,,timeline slipped and rollout moved into next planning cycle,late-stage decision path remained fuzzy,unknown,true,medium,0.47
1525,won,,Global rollout fit and clear ROI case,,,strong,,medium,0.89
1526,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,true,medium,0.55
1527,lost,price,,,late-stage decision path remained fuzzy,unknown,true,high,0.59
1528,won,,Incumbent relationship and lower switching risk,,,strong,true,high,0.88
1529,won,,Better analytics vision for renewal planning,,,unknown,,high,0.88
1530,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,medium,0.91
1531,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,late-stage decision path remained fuzzy,weak,false,low,0.56
1532,won,,Executive alignment and stronger services plan,,,strong,false,high,0.94
1533,lost,procurement_legal_friction,,,late-stage decision path remained fuzzy,mixed,false,high,0.43
1534,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,weak,,low,0.92
1535,won,,Global rollout fit and clear ROI case,,,mixed,,medium,0.93
1536,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,,high,0.97
1537,won,,Executive alignment and stronger services plan,,,unknown,,high,0.97
1538,won,,Incumbent relationship and lower switching risk,,,strong,,high,0.91
1539,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,low,0.54
1540,lost,product_gap,,,late-stage decision path remained fuzzy,mixed,false,high,0.55
1541,lost,no_decision,,project paused after steering committee could not commit,,unknown,false,low,0.52
1542,lost,,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,strong,false,high,0.42
1543,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,mixed,,medium,0.91
1544,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.96
1545,lost,,,,,weak,false,low,0.52
1546,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,weak,true,medium,0.48
1547,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.89
1548,lost,price,,pricing came in above internal threshold after procurement review,,mixed,true,low,0.59
1549,won,,Better analytics vision for renewal planning,,,unknown,,high,0.92
1550,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.94
1551,won,,Best workflow match for cross-border operations,,,strong,false,high,0.97
1552,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,weak,false,high,0.39
1553,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,medium,0.47
1554,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,medium,0.87
1555,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,low,0.92
1556,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.88
1557,lost,,,pricing came in above internal threshold after procurement review,,weak,false,low,0.34
1558,lost,timing,,timeline slipped and rollout moved into next planning cycle,,unknown,false,low,0.56
1559,lost,no_decision,,project paused after steering committee could not commit,,mixed,false,low,0.38
1560,lost,no_decision,,project paused after steering committee could not commit,,mixed,false,medium,0.41
1561,lost,no_decision,,,late-stage decision path remained fuzzy,mixed,false,medium,0.31
1562,lost,price,,,,strong,false,medium,0.33
1563,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,low,0.42
1564,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,high,0.92
1565,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.93
1566,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,weak,,high,0.97
1567,lost,product_gap,,,,weak,false,medium,0.61
1568,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,unknown,false,high,0.54
1569,lost,budget,,budget shifted to warehouse modernization workstream,,mixed,true,medium,0.44
1570,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.92
1571,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,,medium,0.95
1572,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,true,low,0.5
1573,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,high,0.53
1574,won,,Better analytics vision for renewal planning,,,strong,,high,0.88
1575,lost,budget,,budget shifted to warehouse modernization workstream,,unknown,false,high,0.58
1576,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,weak,,medium,0.92
1577,lost,price,,,,mixed,false,low,0.53
1578,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,false,high,0.41
1579,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,mixed,,medium,0.97
1580,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,mixed,false,medium,0.52
1581,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,unknown,false,low,0.42
1582,lost,,,budget shifted to warehouse modernization workstream,,weak,false,low,0.26
1583,lost,competitor,,,late-stage decision path remained fuzzy,strong,false,medium,0.61
1584,lost,timing,,,,mixed,true,medium,0.48
1585,won,,Global rollout fit and clear ROI case,,,mixed,,medium,0.9
1586,lost,product_gap,,,,mixed,false,medium,0.37
1587,won,,Executive alignment and stronger services plan,,,strong,,high,0.93
1588,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,mixed,,low,0.94
1589,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,medium,0.59
1590,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,medium,0.89
1591,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,mixed,false,high,0.46
1592,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,false,medium,0.96
1593,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,mixed,false,low,0.52
1594,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.89
1595,lost,,,,,mixed,false,low,0.47
1596,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,false,medium,0.95
1597,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,mixed,true,medium,0.6
1598,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.94
1599,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,strong,false,high,0.46
1600,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,unknown,,low,0.87
1601,lost,,,pricing came in above internal threshold after procurement review,,mixed,false,low,0.33
1602,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,true,high,0.9
1603,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,mixed,,high,0.93
1604,lost,timing,,timeline slipped and rollout moved into next planning cycle,late-stage decision path remained fuzzy,strong,false,medium,0.46
1605,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,true,high,0.97
1606,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,false,high,0.88
1607,lost,price,,,,weak,false,medium,0.4
1608,lost,no_decision,,project paused after steering committee could not commit,,unknown,false,low,0.47
1609,lost,timing,,,,unknown,false,high,0.54
1610,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,unknown,false,high,0.48
1611,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,medium,0.4
1612,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,weak,true,low,0.57
1613,won,,Incumbent relationship and lower switching risk,,,strong,,high,0.95
1614,lost,product_gap,,needed deeper compliance edge cases for certain corridors,late-stage decision path remained fuzzy,unknown,false,high,0.41
1615,lost,,,,late-stage decision path remained fuzzy,weak,false,high,0.38
1616,lost,no_decision,,project paused after steering committee could not commit,,mixed,false,low,0.52
1617,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,unknown,,high,0.93
1618,lost,no_decision,,,,unknown,false,medium,0.39
1619,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,medium,0.51
1620,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.9
1621,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,mixed,true,medium,0.49
1622,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,false,high,0.97
1623,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,mixed,false,medium,0.94
1624,lost,competitor,,,,unknown,false,medium,0.3
1625,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,false,low,0.55
1626,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.89
1627,lost,timing,,,,strong,true,high,0.49
1628,won,,Incumbent relationship and lower switching risk,,,strong,,high,0.89
1629,lost,price,,,,mixed,true,high,0.53
1630,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,false,high,0.92
1631,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,strong,false,low,0.41
1632,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,weak,,medium,0.9
1633,won,,Incumbent relationship and lower switching risk,,,mixed,,high,0.88
1634,lost,no_decision,,,late-stage decision path remained fuzzy,strong,false,low,0.51
1635,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,false,medium,0.95
1636,lost,,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,weak,false,medium,0.55
1637,lost,procurement_legal_friction,,,late-stage decision path remained fuzzy,mixed,false,low,0.57
1638,lost,,,budget shifted to warehouse modernization workstream,,unknown,true,low,0.36
1639,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.95
1640,lost,,,,late-stage decision path remained fuzzy,weak,true,low,0.48
1641,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,mixed,false,low,0.38
1642,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,low,0.5
1643,lost,timing,,,,mixed,false,low,0.43
1644,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,mixed,false,high,0.55
1645,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,medium,0.89
1646,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,late-stage decision path remained fuzzy,weak,false,low,0.49
1647,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,unknown,false,low,0.44
1648,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,false,medium,0.88
1649,lost,competitor,,,,mixed,false,low,0.35
1650,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,unknown,,high,0.95
1651,lost,competitor,,,,weak,false,high,0.37
1652,lost,no_decision,,,,weak,false,medium,0.47
1653,won,,Incumbent relationship and lower switching risk,,,strong,false,high,0.95
1654,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,high,0.43
1655,lost,product_gap,,,,weak,false,low,0.52
1656,lost,,,pricing came in above internal threshold after procurement review,,weak,false,low,0.3
1657,lost,timing,,timeline slipped and rollout moved into next planning cycle,,mixed,false,low,0.4
1658,lost,,,,,weak,false,medium,0.4
1659,lost,price,,,,strong,true,medium,0.48
1660,lost,price,,,,weak,true,low,0.62
1661,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,strong,true,medium,0.47
1662,lost,,,pricing came in above internal threshold after procurement review,,weak,false,low,0.51
1663,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,low,0.97
1664,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,medium,0.62
1665,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,false,medium,0.57
1666,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,true,low,0.57
1667,won,,Executive alignment and stronger services plan,,,mixed,,high,0.94
1668,won,,Incumbent relationship and lower switching risk,,,strong,true,high,0.9
1669,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.9
1670,won,,Global rollout fit and clear ROI case,,,unknown,,high,0.92
1671,won,,Best workflow match for cross-border operations,,,strong,false,high,0.96
1672,lost,competitor,,,late-stage decision path remained fuzzy,mixed,true,medium,0.43
1673,lost,price,,pricing came in above internal threshold after procurement review,,mixed,true,high,0.59
1674,lost,budget,,budget shifted to warehouse modernization workstream,,weak,false,low,0.49
1675,lost,competitor,,,,mixed,false,low,0.44
1676,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.92
1677,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.97
1678,won,,Incumbent relationship and lower switching risk,,,mixed,,high,0.92
1679,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,high,0.96
1680,lost,,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,unknown,false,low,0.44
1681,won,,Best workflow match for cross-border operations,,,mixed,,high,0.92
1682,lost,price,,,late-stage decision path remained fuzzy,strong,false,medium,0.58
1683,lost,price,,pricing came in above internal threshold after procurement review,,strong,true,low,0.53
1684,lost,,,,,weak,false,low,0.37
1685,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,strong,false,medium,0.61
1686,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,false,medium,0.51
1687,won,,Executive alignment and stronger services plan,,,mixed,,low,0.87
1688,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.92
1689,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,mixed,false,low,0.41
1690,won,,Global rollout fit and clear ROI case,,,strong,false,high,0.88
1691,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,low,0.93
1692,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,low,0.9
1693,lost,procurement_legal_friction,,,late-stage decision path remained fuzzy,unknown,true,low,0.49
1694,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,weak,false,high,0.39
1695,won,,Global rollout fit and clear ROI case,,,mixed,,medium,0.9
1696,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,late-stage decision path remained fuzzy,weak,false,high,0.37
1697,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,mixed,false,low,0.49
1698,lost,no_decision,,project paused after steering committee could not commit,,weak,true,low,0.36
1699,lost,,,incumbent competitor kept the global trade team aligned,,weak,false,medium,0.42
1700,lost,timing,,,late-stage decision path remained fuzzy,weak,false,low,0.55
1701,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,medium,0.59
1702,lost,price,,,,mixed,false,medium,0.61
1703,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,medium,0.94
1704,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,high,0.97
1705,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,medium,0.92
1706,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,low,0.88
1707,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,low,0.54
1708,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,medium,0.89
1709,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,true,high,0.97
1710,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,true,low,0.52
1711,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,mixed,false,medium,0.53
1712,won,,Executive alignment and stronger services plan,,,strong,,medium,0.89
1713,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,mixed,false,high,0.93
1714,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,high,0.93
1715,lost,product_gap,,needed deeper compliance edge cases for certain corridors,late-stage decision path remained fuzzy,weak,false,medium,0.59
1716,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,unknown,false,low,0.53
1717,lost,,,,,mixed,true,medium,0.39
1718,lost,procurement_legal_friction,,,,weak,true,medium,0.5
1719,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,false,medium,0.58
1720,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,medium,0.5
1721,lost,,,needed deeper compliance edge cases for certain corridors,,mixed,false,medium,0.51
1722,lost,weak_champion_internal_politics,,,,mixed,false,medium,0.5
1723,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,strong,false,medium,0.41
1724,won,,Better analytics vision for renewal planning,,,strong,,medium,0.9
1725,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.97
1726,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.88
1727,lost,,,,,mixed,false,low,0.49
1728,lost,no_decision,,project paused after steering committee could not commit,,weak,true,medium,0.37
1729,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,false,medium,0.41
1730,lost,,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,strong,true,medium,0.42
1731,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,low,0.4
1732,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.93
1733,won,,Incumbent relationship and lower switching risk,,,strong,,high,0.96
1734,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,low,0.5
1735,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,medium,0.95
1736,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,false,medium,0.88
1737,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,true,low,0.55
1738,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,low,0.95
1739,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,mixed,true,medium,0.43
1740,won,,Global rollout fit and clear ROI case,,,strong,,high,0.9
1741,won,,Best workflow match for cross-border operations,,,strong,,low,0.9
1742,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,false,low,0.46
1743,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,false,medium,0.47
1744,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,high,0.96
1745,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,low,0.41
1746,won,,Best workflow match for cross-border operations,,,strong,,medium,0.92
1747,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,false,low,0.59
1748,lost,price,,,,mixed,true,medium,0.58
1749,won,,Better analytics vision for renewal planning,,,strong,false,high,0.96
1750,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.91
1751,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,mixed,false,low,0.49
1752,won,,Executive alignment and stronger services plan,,,mixed,,high,0.93
1753,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,false,high,0.91
1754,lost,budget,,,,mixed,false,medium,0.49
1755,lost,no_decision,,,late-stage decision path remained fuzzy,unknown,false,high,0.37
1756,lost,weak_champion_internal_politics,,,,unknown,true,low,0.41
1757,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,high,0.45
1758,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,false,low,0.58
1759,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,medium,0.37
1760,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,unknown,true,medium,0.61
1761,won,,Best workflow match for cross-border operations,,,strong,false,high,0.89
1762,lost,price,,,late-stage decision path remained fuzzy,mixed,false,low,0.49
1763,lost,no_decision,,,,weak,false,low,0.57
1764,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,mixed,false,low,0.43
1765,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,true,high,0.9
1766,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,mixed,true,low,0.47
1767,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,weak,true,low,0.47
